course_code,name,units,min_units,max_units,offered_qatar,offered_pitts,short_name,description,dep_code,prereqs_text
67-317,Mobile Web Development and Usability Testing,9,9,9,True,True,MBL WB DVL USBY TSTG,"Designing for mobile web applications enables businesses to harness the explosive growth and new opportunities on the mobile internet, besides enabling innovation in many ways. This course emphasizes a mobile first approach to responsive web design, development, and user experience. Students gain a deep understanding of the mobile web development process, the grammar of building mobile web sites, emerging web standards, and stateoftheart mobile usability testing methods. They gain firsthand exposure to developing with HTML5 and CSS3 and applying heuristic methods and testing tools such as Morae and Tobii eye tracker, to achieve an enhanced mobile user experience.  Recent reports state that 80 percent of mobile websites in the US get traffic from other regions of the world. The course will address the need for facilitating a global user experience, through independent student projects that target a global or social theme and deliver a complete solution involving design, development, and usability testing of a localized and responsive web site.",67,((15-121 [] at least D) or (15-122 [] at least D)) and (67-272 [] at least D)
69-143,Dodgeball,3,3,3,True,False,DODGEBALL,This class is designed to teach the rules of dodgeball.    The students will learn the national rules and play against classmates.,69,
76-425,"Rhetoric, Science, and the Public Sphere",9,9,9,True,True,"RHET, SCI, PUB SPHR","Ever since the dawn of the Industrial Revolution in the nineteenth century, there has been a growing presence for science and technology in the lives of everyday citizens. In some cases, these phenomena have sparked the publics imagination and their promise has stirred their confidence in a better future. In other cases, they have kindled fears and generated protests over the risks of new technologies and the threats of novel scientific ideas to prevailing social, cultural, economic, and political orders. This course examines the complex dynamics in the relationships between science, technology, and society by exploring modern public debates in which science, technology, and society play a primary role such as the AIDS crisis, global warming, nuclear power, and the debates over vaccine safety. With the help of analytical theories from sociology, rhetoric, and public policy, we will develop a general framework for thinking about argument and the dynamics of the relationship between science, technology and the public. In addition, we will look to these fields for tools to assess specific instances of public debate and to complicate andor affirm the prevailing theories about their relationship.",76,(76-101 [] at least D) or (76-102 [] at least D) or ((76-106 [] at least D) and (76-107 [] at least D)) or ((76-106 [] at least D) and (76-108 [] at least D)) or ((76-107 [] at least D) and (76-108 [] at least D))
98-014,Student Taught Courses (StuCo): Introduction to Product Management in Tech,3,3,3,True,False,STUCO: INTRO PM,"The course introduces students to the basics and commonlyused methodologies of project, program, and product management. In particular, we will focus on PM in the technology industry. The course will equip students interested in pursuing a career in PM ProjectProgramProduct Management with general knowledge and tips. Students will learn through weekly presentations, inclass discussions, and assignments. We will also have guest speakers PMs throughout the course to help students gain insights from industry professionals and explore different career paths in the PM space. There are no prerequisites for this course  just an interest in PM",98,
21-102,Exploring Modern Mathematics,9,9,9,True,False,EXPLORE MODERN MATH,"This course is designed for nonmath majors who are interested in learning some contemporary applications of mathematics with minimal prerequisite math knowledge.  The course will survey the mathematical concepts centered along various themes, which may include the mathematics of social choice voting and apportionment systems, topics in management science optimization and elementary graph theory, modeling growth systems population and finance, shape and form symmetry and fractals, basic applications of probability and counting, and basic applications of number theory cryptography and coding theory.  Additional topics may be presented at the discretion of the instructor.",21,
76-219,Law & Blame,9,9,9,True,False,LAW & BLAME,"In this course, youll explore how language is used to accuse, defend, and attribute responsibility in legal cases and how these rhetorical strategies intersect with larger societal issues of justice and injustice. The study of these questions is not only valuable for understanding the legal process, participating in it, or writing about it, but the practice of attributing responsibility is common in many social and institutional contexts beyond law, even in daily conversation. By examining a variety of legal trialsranging from highprofile criminal cases to routine accidentsyoull learn about the linguistic as well as the social, cultural, and political dimensions of accountability discourse, including how systemic inequalities related to race, class, gender, sexuality, and other identities shape attributions of responsibility. In discussionintensive sessions and through a series of writing assignments, youll not only develop your own strategies for advocating for or against responsibility in particular cases but youll cultivate the critical tools necessary to craft and evaluate rhetorical approaches to attributions of responsibility among professional peers, while reflecting on relevant conceptions of justice. Whether your interest is in law, politics, culture, or ethics, this course equips you with tools to analyze realworld legal cases, assess their broader impact on justice through the lens of inequity and conflict, and actively participate in debates about attributions of blame across legal, business, and everyday contexts.",76,
73-407,Fundamentals of Statistical Modeling,9,9,9,True,True,FNDML STATCL MODELNG,"This course provides a onesemester introduction to the theory of probability and mathematical statistics. The course will emphasize probability models and distribution theory the practice of statistical inference based on the use of maximum likelihood estimation and applications of statistical modeling and inference, using case studies drawn from the social, physical and biomedical sciences. The use of a computer software package will be an integral part of this course. Lecture, 3 hours. Minimum grade of C required in all economics prerequisite courses.",73,((21-256 [] at least D) or (21-268 [] at least D) or (21-269 [] at least D) or (21-259 [] at least D)) and ((70-208 [] at least D) or (36-208 [] at least D) or (36-202 [] at least D) or (36-309 [] at least D))
69-156,First Aid and Emergency Response,3,3,3,False,True,FIRST AID EMER RESP,coming soon,69,
70-335,Fairness in Business,9,9,9,True,False,FAIRN IN BUS,"This course will explore a range of formal principles used to evaluate fairness, the normative justifications for these principles, and how they can be applied to resolve practical business problems involving prices, wages, costs, and resource allocation. Topics in discrimination and algorithmic fairness will also be covered.",70,
98-056,Student Taught Courses (StuCo): Exploring Ancient Practices for a Modern World,3,3,3,True,False,STUCO: ART OF CHILL,"Embark on a transformative journey with Art of Chill a dynamic course designed for students eager to explore the ancient practices of yoga and meditation. This course offers an immersive experience into breathwork, mindful movement, and meditation techniques that promote physical, mental, and emotional wellbeing.This course will be rooted in experience as compared to theoretical knowledge. Through a blend of guided practices, discussions on the history and philosophy behind these traditions, and handson workshops, youll learn how to enhance your personal and academic life through mindfulness, breathwork, and effective stress management techniques. The course will guide you through the basics of meditation and how you can incorporate mindful breaks into your daily routine. Whether youre looking to boost focus, foster resilience, or simply find a peaceful moment in your bustling college schedule, this course is the perfect start to your journey at to discovering yourself Embrace this opportunity to connect with your peers and develop skills that will support your wellbeing and academic success throughout your university experience",98,
98-502,Student Taught Courses (StuCo): Introduction to Writing Dystopian Fiction,3,3,3,True,False,STUCO: DYSTPIA WRTNG,"The beauty of dystopia is that it lets us vicariously experience future worlds  because we still have the power to change our own.  Ally CondieThis course is a genre fiction writing class. We will learn how to write effective stories in the dystopian genre, by exploring themes and tropes in dystopian media and learning how to employ them in our own writing. The study of dystopias will be approached through four units theme, worldbuilding, character, and plot. Classes will be a mix of lecture and discussion, with time for workshopping student work towards the end of the semester. Activities will includeDiscussing and learning about the dystopian genre Reading examples of dystopian fiction Exercises and assignments in creative writing Workshopping each others workStudents will leave the course with an original plan for a Dystopian story. Aside from being super fun, dystopias reflect aspects of our own society and provide space for contemplation, and their study makes us more informed and conscientious people.",98,
85-364,Environmental Psychology,9,9,9,False,True,ENV. PSY,TBA,85,
76-447,Public Humanities Workshop,9,9,9,True,False,PUB HUMANITIES WKSHP,"NOTE This is not a creative writing workshop. This course is not available to firstyear and sophomore students. In this course students will be introduced to the history and theory behind the public humanities, as well as discussing the current state of public writing for scholars. The class will be centered on introducing practical methods and strategies for translating academic research into writing intended for a wide readership. Individual units will focus on pitching and collaborating with editors, writing quickly about current events as they intersect with your research interests, transforming academic research into longform narrative journalism, and preparing trade book proposals.",76,(76-101 [] at least D) or (76-102 [] at least D) or ((76-106 [] at least D) and (76-107 [] at least D)) or ((76-106 [] at least D) and (76-108 [] at least D)) or ((76-107 [] at least D) and (76-108 [] at least D))
69-121,Table Tennis,3,3,3,False,True,TABLE TENNIS,coming soon,69,
70-378,Business of Healthcare,9,9,9,True,False,BUSINESS OF HEALTHCA,"U.S. healthcare industry promises numerous opportunities for significant improvements. This course uses the lens of business and economics to bring some clarity to the way we think about healthcare and its impact on our nations wellbeing. We describe the major actors and institutions within the US healthcare system, and the key strategic, managerial, and financial issues facing industry executives and public policymakers. We start with an initial big picture of the healthcare system and lay out some of the principles by which it operates. We introduce a host of players and policy issues. The players are the various healthcare sectors e.g., provider organizations, medical professions, technology suppliers the policy issues concern the nagging problems of quality improvement, cost control, improving access, and reducing inequity. The course also covers some of the major intermediaries that connect these segments insurance companies, pharmacy benefit managers PBMs, and wholesalers. Finally, we examine the producers of the innovative products in the healthcare industry  pharmaceutical, biotechnology, and medtech sectors on a global basis.",70,
76-493,Science Fictions/Speculative Futures: Utopian/Dystopian Visions in Film & Media,9,9,9,True,False,SCI FI SPEC FUTURES,"Focusing on contemporary screen media, this class will investigate how film, television, and digital media envision speculative futures. The course weaves together two forms of criticalcreative practice1 Curating film festivals  For this component of the class, we will focus on topics such as film festivals and public culture, the geopolitics of programming, the significance of location, the work of curation, various types of festivals e.g., activist, identitybased, industryadjacent, as well as practical matters of PR, community partnerships, fundraising, and scheduling.Guest speakers will include programmers from the Pittsburgh area, as well as from national and international festivals like Sundance. How are film festivals rooted in older ritual forms of gathering  What is the sociocultural purpose of a festival What kinds of events can they be What does it mean to collaborate on a program of films that resonate with one another, and to gather people together to watch them How do festivals both serve preexisting audiences and create them2 Analysis of speculative fiction in film  For this part of the class, students will consider what it means to imagine possible futures within a dystopian present. How do conventional SF tropes draw from histories of colonial conquest, migration, and racialization How have artists pushed the boundaries of sound and moving image to capture speculative visions of environmental collapse, multiple timelines, labor, and artificial intelligence Assignments may include weekly responses to screenings and readings, a mood reelpitch deck for a speculative fiction film or other screen media, and a critical analysis that can take written or audiovisual form i.e., a video essay.  The course will culminate in a collaboratively created concept for a Pittsburghbased, speculative film and media festival i.e., proposal, potential partners, program, schedule of events.",76,76-239 [] at least D
70-457,International Consulting Experience,6,6,6,True,True,INTL CONSULT EXP,"This experiential course is a unique opportunity to combine general and strategic management consulting with international experience. The course is designed to facilitate a realworld experience by organizing the class in groups of students from the Qatar and Pittsburgh campuses and connecting them with companies based in the Middle East for a consulting experience with the following learning outcomes Learn how to scope and execute a consulting plan discovery and identification of problems with client, design of deliverables plan, execute plan Strengthen data collection and analytical skills related to real world problems Enhance collaboration and professional skills with culturally diverse team members across the globe Utilize broad business knowledge to build solutions for real world client Reflect on their professional growth, teamwork, and application of knowledge with an external client.The course requires travel to Doha, Qatar and Pittsburgh, PA with regular meetings throughout mini 3 with the international team and client.",70,(70-311 [] at least D) or (70-391 [] at least D) or (70-381 [] at least D) or (70-371 [] at least D)
70-302,Restaurant Builder,9,9,9,True,False,RESTAURANT BUILDER,"Create your own oncampus restaurant.  Restaurant Builder is the experiential learning platform where our class will buildout a new studentrun restaurant concept on campus.  This course takes our class through the entire process of starting a restaurant business.  We focus on the conceptdevelopment, financials, human resource processes, menudevelopment, operational efficiencies and supply chain elements of this massive 1.1 trillion industry in the United States.  Throughout the class, students will meet with both successful restaurant entrepreneurs as well as architectural and design professionals, as they apply lessons already learned in their scholastic background, while also learning key fundamentals of entrepreneurship in the hospitality industry.At the end of this class, we will be entering our newlycreated restaurant into the Carnegie Mellon Dining program, as a new studentled business.Application Required for course, please email ubaandrew.cmu.edu for application link",70,
98-503,"Student Taught Courses (StuCo): Jurassic Park: Science, Ethics, and Cinema",3,3,3,True,False,STUCO: JURASSIC PARK,"This course explores Jurassic Park 1993, The Lost World Jurassic Park 1997, and Jurassic Park III 2001 as both scientific cautionary tales and blockbuster filmmaking achievements. Through an interdisciplinary lens, we will examine the ethical implications of genetic engineering, the portrayal of science and technology in film, and the evolution of the franchises storytelling, themes, and cultural impact.",98,
80-222,Measurement and Methodology,9,9,9,True,False,MEAS AND METHODOLOGY,This course is intended as an introduction to the theory of measurement a study of one branch of scientific methodology.,80,
76-427,Topics in Rhetoric: Audience,9,9,9,True,False,TPCS IN RHET: AUDIEN,"The purpose of this course is to provide students with an understanding of the nature and evolution of contemporary audiences and how they can be contextualized to cover audiences as both  consumers of knowledge and information products, as well as coproducers. This course traces the history of audiences by juxtaposing understandings from rhetoric, composition studies, media scholarship, social interactions, technical communication genres, focusing especially on emerging technologies like AI. Students in this class will learn to use several sources of data and information to analyze the audiencetaskscontexts for the design and development of information products, assess its effectiveness through user experience research, and reflect on ethical research practices for doing the same. The course provides in depth coverage of rhetoric as a historically rooted but evolving humanistic perspective covering circulation and reproduction, performance and text, and delineating its connections to logic, aesthetics, politics, and ethics. This class does not require any background in rhetoric, digital studies, or multimodal composing.",76,(76-101 [] at least D) or (76-102 [] at least D) or ((76-106 [] at least D) and (76-107 [] at least D)) or ((76-107 [] at least D) and (76-108 [] at least D)) or ((76-106 [] at least D) and (76-108 [] at least D))
69-166,Pound,3,3,3,False,True,POUND,coming soon,69,
98-027,Student Taught Courses (StuCo): Navigating the Gen Z Mindset,3,3,3,False,True,NAVIGATE GEN Z MIND,"This course explores the psychological and social dynamics defining Gen Z, including topicssuch as social validation, fear of missing out, and digital culture. Students will engage with keyconcepts through discussions, reflections, and projects to better understand and navigate the GenZ mindset.",98,
98-158,"Student Taught Courses (StuCo): Big Diseases, Bigger Treatments",3,3,3,True,False,STUCO: BIG DISEASES,"Heart disease, cancer, stroke, diabetes, and other major diseases are the leading causes of death in the United Statestheres a 50 chance youll die from one of these diseases. But most people dont know how these diseases arise and what they can do about them. More importantly, few people know how current treatment options work, and how exciting new treatment options under development may fundamentally change the way we address these severe diseases.This course is taught in a chooseyourownadventure format lectures have a defined start point but most of the content depends on what questions are asked and by majority vote. Well learn about these diseases and the exciting new treatment modalities that promise to serve as powerful weapons in the fight against them. Along the way, well learn about drug development, the big pharmaceutical companies, clinical trials, a little machine learning, the FDA, and whats holding us back from designing better treatments.",98,
69-097,Introduction to Horseback Riding,3,3,3,False,True,HORSEBACK RIDING,"This full semester course is designed for beginners who want to learn the fundamentals of horseback riding. Through handson experience and instruction, students will develop basic riding skills, gain an understanding of horse care, and build confidence in their ability to work with horses. The course covers safety, grooming, tacking up, mounting, and basic riding techniques, including walking, trotting, and basic steering.",69,
98-007,Student Taught Courses (StuCo): Arranging for Modern A Cappella,3,3,3,True,False,STUCO: AMAC,"Are you excited to dive into the world of modern pop a cappella From breaking down arrangements and competitive sets from legendary groups and composers to music from CMUs own groups, students will explore what makes songs and arrangements exceptional. Students will practice transcribing vocal solos, learn to use music software, and understand the differences between transcription and arrangement. Essential components like groove, basslines, vocal percussion, harmony, and voice leading will be covered in depth. They will also explore vowels, consonants, blending, and dynamics to enhance their arrangements.With ample work time dedicated to their own arrangements, students will apply what theyve learned and bring their creative visions to life. Take your love for a cappella to the next levelWhile no prerequisite knowledge is strictly required, it is highly suggested that prospective students have some experience with group singing or ensemble music e.g. choir, jazz ensemble, orchestra, etc.. Basic music theory is a plus additional work will be required of students outside of instruction time in the first few weeks to catch up if not familiar with the standards of western musical notation and ear training. Students must have access to a computer.",98,
21-150,Mathematics and the Arts,9,9,9,False,True,MATH AND THE ARTS,"Mathematics and the creative arts have long, interlinked histories.  This course touches upon a broad range of mathematical ideas and the writers, artists, and art movements that were influenced and inspired by them. Topics include the use of geometric patterns in Islamic art, the influence of nonEuclidean geometry on Cubism, the constrained writing experiments of the Oulipo, and literary works exploring the concept of infinity.",21,
98-046,Student Taught Courses (StuCo): Introduction to Stardew Valley Strategy,3,3,3,True,False,STUCO: INTRO STARDEW,"Students will work with a team of four to advance through a year of Stardew Valley gameplay. Gameplay progression wil be structured week by week to be accompanied by lessons on gameplay mechanics, early and late game strategy, as well as general guidance. Students will advance through around 2 weeks of ingame time per real time week, as well as be asked to create a strategy plan, which they will present to the class twice throughout the semester. At the end of the semester, teams will be awarded based on different aspects of gameplay as well as additional wild card achievements. The goal of the class is to introduce new players to the world of Stardew Valley, and help distill the vast amount of possible strategy and mechanics into digestible bits of information to optimize enjoyment for the student  for the duration of the class, and beyond.",98,
69-003,Play CM-YOU,3,3,3,True,False,PLAY CM-YOU,"This course is designed for the undergraduate student looking to connect through the variety of programs and facilities offered in Athletics, Physical Education and Recreation.  The instructor will introduce a variety of topics to the students as well as programs.    This class is based on attendance and participation.",69,
98-504,Student Taught Courses (StuCo): Introduction to Tennis Analytics,3,3,3,True,False,STUCO: INT TEN ANLYT,"This course introduces students to fundamental topics in analysis of tennis at a competitive level and prepares students with simple statistical techniques for studying the game. We will begin the course by discussing how analytical data is collected in the modern game. Next, we transition to discussing how an individual match is measured, including service statistics, return statistics, net statistics, performance by rally length, and WUFE ratio. In the second half of this course, we extend these analytical techniques to study player performance over multiple matches and consider larger trends such as surface, tournament level, performance against top 51015, and other more general topics.",98,
98-505,Student Taught Courses (StuCo): Mindful Crafting: Relaxation in the Digital Age,3,3,3,True,False,STUCO: MINDFUL CRAFT,"In a hyperconnected digital world, crafting has emerged as both an online and offline practice that fosters mindfulness, creativity, and community. From diamond painting to digital scrapbooking, this course explores how craftingboth physical and virtualenhances focus, reduces stress, and cultivates mindfulness.Students will engage in handson crafting, explore digital crafting communities YouTube, TikTok, Instagram, Reddit, etc., and study the psychology behind creative flow states through handson projects and inclass discussions. By the end of the course, students will develop their own mindful craft project. Course fee 5",98,
99-102,Core@CMU,3,3,3,True,True,CORE@CMU,"CoreCMU is an engaging, online learning experience where youll develop your core competency skills in the Core4 domains  1 Collaboration  Teamwork, 2 Communication  Presentation, 3 Information  Data Literacy and 4 Intercultural  Global Literacy. Additionally, youll discover evidencebased strategies to enhance your learning. This foundational course is an essential first step in your educational journey at CMU, setting you up for academic, personal, and professional success across any field of study.",99,
76-211,Model Minorities?: Introduction to Asian American Studies,9,9,9,True,False,MODEL MINORITIES?,"Asian American is a selfconscious political identity developed by panAsian ethnic groups in solidarity with one another in 1968. What does it mean now, 55 years later, to be Asian American How is Asian Americanness defined through and against dominant racial, social, cultural, and political meanings How do Asian Americans fit into the differentially racialized landscape of the U.S., and how, in turn, are Asian American identities and experiences shaped and expressed How does the political and activist history of Asian America inform Asian Americanness, and social movements in general, today Is the label of Asian American a drawback or a resource To grapple with these questions, this course brings together Asian American studies, ethnic studies, and Asian American rhetoric to examine the currents of global and domestic power that have shaped Asian American experience, the movements and communities that have acted in solidarity among and against those forces, and the communicative practices that both shape and are shaped by Asian Americans.",76,
98-067,Student Taught Courses (StuCo): We Are Not Alone-Supporting Peer's Mental Health,3,3,3,True,False,STUCO: PEER M HEALTH,"This class invites students into Carnegie Mellons Wellness Lab space, where they will learn how to better support themselves and their peers through mental health struggles. Students will learn skills and tools for supporting themselves and others and accrue a breadth of knowledge on the resources and options for selfcare and treatment both on and offcampus through guest lectures, thoughtprovoking readings, and inclusive and open class discussions. Disclaimer This course will cover potentially triggering topics of mental illness, depression, trauma, and suicide. If this material is triggering in any way, accommodations will be made.",98,
98-048,Student Taught Courses (StuCo): Introduction to CTF Competitions,3,3,3,True,False,STUCO: INTRO TO CTF,"Capture the flag CTF competitions are typically run every weekend by various teams, schools, and companies. They are full of challenges that typically fit into one of the main categories Binary ExploitationPwn, Reverse Engineering, Cryptography, Web, and Forensics. Theyre a gamified way to learn about new technologies and techniques actively being used in the cybersecurity field and can also be pretty fun",98,
98-072,Student Taught Courses (StuCo): Introduction to Singlish,3,3,3,True,False,STUCO: INTR SINGLISH,"If you have spent enough time on CMUs campus, chances are, youd have had a possibly fleeting encounter with speakers using a variant of English you couldnt quite put your finger on. Whether its that teaching assistant employing a rather unique use of can as a standalone reply or someone presenting with quasiBritish pronunciations minus the slang. You might, as any reasonable individual would, wonder and even hazard a guess as to where they might hail from. And if you were to guess Singapore or one of its neighboring countries based on the above, youd likely be right. So, how can one start slinging colloquial Singapore English Singlish particles without making a Singaporean cringe What is the history behind this linguistic phenomenon  wait before that, is it a dialect, idiolect, pidgin, or creole Or something else Do Singaporeans really sound like how they are portrayed in Crazy Rich Asians Short answer to that last one NO If you find yourself asking these questions, or would like any or all of them answered, this course is the Singlish primer you are looking for. In this course, students are introduced to Singlish, the colloquial form of English spoken in Singapore not to be confused with Standard Singapore English. Students will be exposed to some concepts in linguistic analysis for the purpose of crossreferencing with English and other languages from which Singlish derives loanwords. Students will also learn a brief history of Singlish and better understand the cultural milieu it emerged from. Emphasis will be placed on attaining a level of Singlish proficiency that allows for meaningful and practical conversations. All in, students will gain a deeper understanding of the vocabulary, grammar, and cultural significance of Singlish in Singaporean society.",98,
70-468,Advanced AI and Business Strategy,6,6,6,True,False,ADV AI & BUS STRAT,"This course explores the dynamic intersection of leadingedge Artificial Intelligence AI technologies and business strategy, equipping students with the knowledge and skills to harness the transformative potential of advanced AI for organizational success. In an era characterized by datadriven decisionmaking, AIdriven innovation, and evolving market landscapes, businesses need strategic leaders who can navigate the complexities of AI adoption effectively.This course is designed for students with a background in technology, business, policy, management, or related fields who aspire to become strategic leaders in organizations leveraging AI. We will combine lectures, case studies, group discussions, handson labs and projects, and industry guest speakers to provide with a holistic understanding of AIs role in shaping business strategy. If students are interested in a career as data scientists or data analysts, this class will help students understand how these data roles impact a companys business or policies. If students are interested in more managerial or business roles, this class will provide them with a foundation to understand data and analytics processes so that they may interface with these roles in their organizations.",70,
98-033,Student Taught Courses (StuCo): Sampling in Hip-Hop Music,3,3,3,True,False,STUCO: HIPHOP SAMPLE,"This course takes a deep dive into what sampling is, and how it has made an impact on hip hop and the larger world of music. Whether or not you realize it, sampling surrounds us and defines the music that we listen to. Students will gain appreciation for this often overlooked and occasionally controversial form of music production. Throughout the course, students will interact with different types of sampling, conduct their own analysis, and play games to learn about the history and power of sampling.",98,
70-409,Innovation and Entrepreneurship in Emerging Markets,9,9,9,False,True,ENT EMERGING MKTS,This course focuses on the role that innovationdriven entrepreneurship and marketcreating innovation play in the development of economies in emerging markets. The course will explore the potential economic development opportunities brought forward by marketcreation innovations in emerging markets and will seek to understand the unique challenges and opportunities of innovation which face entrepreneurs in emerging markets.,70,
98-506,Student Taught Courses (StuCo): Introduction to Web Development,3,3,3,True,False,STUCO: INTRO WEB DEV,"Students will learn the syntax, usage, and applications of HTML, CSS, and JavaScript to create webpages. Students will become familiar with the process of creating and implementing a website from the ground up. The importance of creating semantically correct, wellstructured, and accessible HTML will be emphasized. The core concepts of CSS will be covered, including selectors, specificity, the box model, gridflex, and the importance of CSS in creating a responsive website. Topics of JavaScript that will be covered include accessing the DOM, event handlers, asyncawait, and various browser APIs such as fetch, localStorage, History, and more. As a part of the course, students will progressively work to create a fullyfledged website of their choice, which serves as a final project.Familiarity with programming concepts at the level of 15110 is recommended, but no background knowledge in any one specific language is necessary. We welcome all those interested in web development to give this course a try",98,
98-052,Student Taught Courses (StuCo): Occupation in Palestine & Sahara- Media Analysis,3,3,3,True,False,STUCO: PAL SAH MEDIA,"This class is a deep dive into contemporary political narratives and propaganda and the media used to deliver and strengthen these narratives in public discourse. We will focus on IsraelPalestine and MoroccoWestern Sahara as key topics, and we will investigate how dominant actors shape media narratives in order to justify brutality. We will look at everything including newspaper headlines social media memes, government statements, political speeches, and announcements from Carnegie Mellon and the administration itself.",98,
70-464,AI & Emerging Economies,12,12,12,True,False,AI & EMERGING ECON,"The unique course design offers students the opportunity to work in project teams with to gain a better understanding of different perspectives and approaches towards AI. AI and contemporary tools like ChatGPT, experiential learning, data, and a diverse set of case studies will help inculcate critical and creative thinking as well as novel problemsolving approaches. You will work on practical projects that apply your newfound knowledge to realworld scenarios. By the end of the course, you will have a deep understanding of the opportunities and challenges of AI in emerging economies, as well as the skills and experience necessary to work effectively in global teams. The course is multi disciplinary and germane to budding technologists, entrepreneurs, and policy influencers. This is an opportunity not to be missed.",70,
98-029,Student Taught Courses (StuCo): Sports Analytics in a Nutshell,3,3,3,False,True,SPORTS ANALYTICS,"Sports analytics has become an essential tool in modern sports, driving decisions in player performance, team strategies, and business operations. This course provides an introduction to the key concepts, techniques, and applications of sports analytics, designed for students with minimal experience in data analysis. Using examples from popular sports such as football, basketball, soccer, and racing, students will explore how data is transforming the way teams and athletes compete and succeed.",98,
85-100,Introduction to Psychology,9,9,9,True,False,INTRO TO PSY,"The world is a crazy, confusing place. Much of what we encounter is ambiguous, dynamic, and misleading. Somehow, we have to make sense of it. This class is about how we do that. The course provides an overview of the major areas of scientific psychology, exploring the models of our mind, brain, and behavior that explain wide areas of human and nonhuman functioning. Topics range from neuroscience and the biological basis of behavior, to memory and thought, to social interaction and psychological development over the lifespan, to abnormal psychology, psychopathology, and treatment. Tuesday and Thursday lectures provide a broad survey of topics and findings in psychology. In recitation sections students get hands on experiencing thinking about psychological science by designing and running psychological studies and discussing the real world implications of the concepts they have investigated.  While all sections will be completing the same activities, some of the sections are themed.  Themed sections will frame the discussion in the context of the theme, thus allowing students in those sections to better appreciate the links between the work being done in the class and the theme of that section.  However, the core material will be the same and all sections will prepare students equally well for exams and upper division courses.  General unthemed sections will sample across themes and topics, rather than being focused on a single theme.  At the end of this course, students will not only be more knowledgeable about psychology, but be able to apply their knowledge about psychology to be better thinkers, learners, and consumers of information in general.   Themed sections     Design  Register through Design     Medicine, health, and Biosciences  Section I     Decision Science, business, and economics  Section A",85,
73-354,Sports Economics,9,9,9,False,True,SPORTS ECONOMICS,"his is an Economics elective course that will allow students to apply economic concepts to the world of sports. This course assumes that sport contests provide a useful venue to study and analyze many economic theories and concepts. Given that 1 sports are played with welldefined rules known to all participants, 2 the objective is clear and accurately measured at all times and, 3 the payoffs and rewards are oftentimes large and meaningful,they serve as an ideal environment to study human behavior and decision making. The course begins with a detailed analysis of labor markets, and pricing and market power. Students will then study discrimination in several forms and domains and strategic decisionmaking. The course concludes by analyzing several topics through the lens of Behavioral Economics, such as studying whether players underperform in highstakes situations, understanding momentumin contests and exploring whether market participants incorrectly reward luck in these contests.",73,((73-102 [] at least D) or (73-104 [] at least D) or (73-100 [] at least D)) and ((70-208 [] at least D) or (36-202 [] at least D))
98-028,Student Taught Courses (StuCo): Arab Women Through the Lens of Film and Theater,3,3,3,False,True,ARAB WMN THRU FILM,"The positioning of Arab women in Arab societies including gender roles, power,expectations, etc. has changed over time as Arab societies underwent political andsociocultural changes. One medium where we can see these changes is film. In thiscourse, we examine Arab films from different periods in time, specifically prioritizing theportrayal of Arab women in them, and what this portrayal reflects about the society,culture, and politics of the time.Our classes will discuss selected films that allow us to understand the positioning of Arabwomen in a certain society and time period, and our discussions will be informed byreadings on relevant theoryhistory that allow us to have a productive analysis. Thiscourse is thus relevant to students interested in both film studies and social structures,especially using film as a tool to understand social implications about Arab women in Arabsocieties. In this discussionbased class, students will have the opportunity to practice filmanalysis in class, and will build skills to eventually present an original studentled filmanalysis to the class.",98,
70-388,Islamic Finance,9,9,9,False,True,ISLAMIC FIN,This course is designed to introduce students to the basics of Islamic Finance.  The course will start with an analysis of the Shariah rules that define Islamic Finance.  Students will then look at the main investment structures and map these against the traditional conventional banking products.  The course wraps up with a critique of complex project finance structures through a Shariah compliance lens to identify the gaps between theory and practice.,70,
98-507,Student Taught Courses (StuCo): Music in Motion,3,3,3,True,False,STUCO: MUS N MO,"Do you tap your foot when you listen to music Have you ever thought of something as groovy but cant explain why Do you find yourself wishing you could improve your rhythmic or musical abilities Well thats great if you have, and completely fine if you havent. Music in Motion is a class based around the Eurhythmics style of teaching, which helps students make deeper connections with the music they listen to and interact with. As a movementbased class, this class allows you to internalize the music and feel the feels by moving your body and learning kinesthetically. In each class, students will engage with music, either live or recorded, in various group settings that will invite them to view music differently and engage actively with their peers. Music in Motion is a class environment that encourages play, allows for mistakes, and invites students to make choices about how they interact with the space and people around them.",98,
76-268,Comic Books & Pop Culture,9,9,9,True,False,COMC BKS & POP CULT,"From newspaper comic strips to the Golden Age of superheroes, from graphic novels to the MCU, and from manga to webcomics, this course explores the history and impact of comics in society.  Why do so many turn to comics to share their stories How do the visual and textual work together to create a unique literary form How has that form evolved in response to technological and social change Together, we investigate how comics and their adaptations including films and video games have shaped our ideas about power, justice, identity, teamwork, technology, and morality.",76,
