offering_id,semester,course_code,campus_id
02-250_S25_1,S25,02-250,1
76-330_S18_1,S18,76-330,1
76-330_S19_1,S19,76-330,1
70-462_F18_2,F18,70-462,2
70-462_S20_2,S20,70-462,2
70-462_S21_2,S21,70-462,2
70-462_S23_2,S23,70-462,2
70-462_S19_1,S19,70-462,1
70-462_S21_1,S21,70-462,1
70-462_F22_1,F22,70-462,1
70-462_F23_1,F23,70-462,1
70-462_F24_1,F24,70-462,1
98-078_S25_1,S25,98-078,1
82-300_F15_1,F15,82-300,1
82-300_S16_1,S16,82-300,1
42-202_F23_1,F23,42-202,1
42-202_S24_1,S24,42-202,1
42-202_F24_1,F24,42-202,1
42-202_S25_1,S25,42-202,1
42-202_F25_1,F25,42-202,1
99-351_S21_1,S21,99-351,1
76-449_F19_1,F19,76-449,1
76-449_F22_1,F22,76-449,1
98-351_S24_2,S24,98-351,2
98-351_F19_1,F19,98-351,1
17-405_F21_2,F21,17-405,2
08-533_F15_1,F15,08-533,1
08-533_F16_1,F16,08-533,1
08-533_F17_1,F17,08-533,1
76-222_F18_1,F18,76-222,1
76-222_F19_1,F19,76-222,1
76-222_F20_1,F20,76-222,1
51-217_F20_2,F20,51-217,2
84-110_S21_1,S21,84-110,1
84-110_S22_1,S22,84-110,1
84-110_S23_1,S23,84-110,1
84-110_S24_1,S24,84-110,1
84-110_S25_1,S25,84-110,1
76-388_F21_1,F21,76-388,1
76-388_F22_1,F22,76-388,1
76-388_F23_1,F23,76-388,1
76-388_F24_1,F24,76-388,1
76-388_F25_1,F25,76-388,1
82-212_M20_1,M20,82-212,1
82-212_S22_1,S22,82-212,1
82-212_S23_1,S23,82-212,1
82-212_S24_1,S24,82-212,1
82-212_S25_1,S25,82-212,1
03-342_F19_2,F19,03-342,2
03-342_F20_2,F20,03-342,2
03-342_F21_2,F21,03-342,2
03-342_F22_2,F22,03-342,2
03-342_F23_2,F23,03-342,2
03-342_F21_1,F21,03-342,1
03-342_F22_1,F22,03-342,1
03-342_F23_1,F23,03-342,1
03-342_F24_1,F24,03-342,1
03-342_F25_1,F25,03-342,1
98-185_F22_1,F22,98-185,1
98-185_S23_1,S23,98-185,1
15-322_S21_1,S21,15-322,1
15-322_S22_1,S22,15-322,1
15-322_S23_1,S23,15-322,1
15-322_S24_1,S24,15-322,1
15-322_S25_1,S25,15-322,1
76-367_F18_1,F18,76-367,1
76-367_S21_1,S21,76-367,1
76-367_F22_1,F22,76-367,1
76-367_F25_1,F25,76-367,1
84-405_F21_1,F21,84-405,1
84-405_F22_1,F22,84-405,1
84-405_F23_1,F23,84-405,1
84-405_F24_1,F24,84-405,1
84-405_F25_1,F25,84-405,1
15-288_S21_2,S21,15-288,2
15-288_S23_2,S23,15-288,2
15-288_S24_2,S24,15-288,2
15-288_S25_2,S25,15-288,2
05-410_F23_1,F23,05-410,1
05-410_S24_1,S24,05-410,1
05-410_F24_1,F24,05-410,1
05-410_S25_1,S25,05-410,1
05-410_F25_1,F25,05-410,1
84-393_S18_1,S18,84-393,1
84-393_S20_1,S20,84-393,1
84-393_S22_1,S22,84-393,1
84-393_S24_1,S24,84-393,1
84-393_F25_1,F25,84-393,1
21-355_S20_2,S20,21-355,2
21-355_S21_2,S21,21-355,2
21-355_S22_2,S22,21-355,2
21-355_S23_2,S23,21-355,2
21-355_S24_2,S24,21-355,2
21-355_M24_1,M24,21-355,1
21-355_F24_1,F24,21-355,1
21-355_S25_1,S25,21-355,1
21-355_M25_1,M25,21-355,1
21-355_F25_1,F25,21-355,1
85-106_S21_1,S21,85-106,1
85-106_S22_1,S22,85-106,1
85-106_S24_1,S24,85-106,1
85-106_S25_1,S25,85-106,1
80-348_S16_2,S16,80-348,2
80-348_F18_2,F18,80-348,2
80-348_S16_1,S16,80-348,1
80-348_S18_1,S18,80-348,1
80-348_F19_1,F19,80-348,1
80-348_F21_1,F21,80-348,1
80-348_F23_1,F23,80-348,1
76-234_M16_1,M16,76-234,1
76-234_M19_1,M19,76-234,1
76-234_M20_1,M20,76-234,1
76-234_M21_1,M21,76-234,1
76-371_S18_1,S18,76-371,1
76-371_S20_1,S20,76-371,1
70-423_F16_2,F16,70-423,2
67-443_S23_2,S23,67-443,2
67-443_F23_2,F23,67-443,2
67-443_S25_2,S25,67-443,2
67-443_F21_1,F21,67-443,1
67-443_F22_1,F22,67-443,1
67-443_F23_1,F23,67-443,1
67-443_F24_1,F24,67-443,1
67-443_F25_1,F25,67-443,1
98-193_S24_2,S24,98-193,2
98-039_S19_1,S19,98-039,1
98-039_S24_1,S24,98-039,1
76-408_S18_1,S18,76-408,1
76-408_F21_1,F21,76-408,1
98-310_S17_1,S17,98-310,1
98-310_F17_1,F17,98-310,1
09-122_S24_2,S24,09-122,2
09-122_S25_2,S25,09-122,2
09-122_F15_1,F15,09-122,1
09-122_F16_1,F16,09-122,1
09-122_F17_1,F17,09-122,1
09-122_F18_1,F18,09-122,1
09-122_F19_1,F19,09-122,1
73-353_S21_2,S21,73-353,2
73-353_S16_1,S16,73-353,1
73-353_S17_1,S17,73-353,1
73-353_S20_1,S20,73-353,1
73-353_F20_1,F20,73-353,1
73-353_F21_1,F21,73-353,1
79-349_S19_1,S19,79-349,1
79-349_S20_1,S20,79-349,1
79-349_S21_1,S21,79-349,1
79-349_S24_1,S24,79-349,1
79-349_S25_1,S25,79-349,1
51-256_S22_2,S22,51-256,2
76-263_S17_1,S17,76-263,1
98-081_S24_1,S24,98-081,1
98-081_F24_1,F24,98-081,1
98-081_S25_1,S25,98-081,1
98-081_F25_1,F25,98-081,1
70-474_F15_2,F15,70-474,2
70-474_F15_1,F15,70-474,1
76-326_S16_1,S16,76-326,1
76-326_S21_1,S21,76-326,1
76-326_S25_1,S25,76-326,1
16-385_F23_1,F23,16-385,1
16-385_S24_1,S24,16-385,1
16-385_F24_1,F24,16-385,1
16-385_S25_1,S25,16-385,1
16-385_F25_1,F25,16-385,1
69-139_S17_1,S17,69-139,1
69-139_S18_1,S18,69-139,1
69-139_S19_1,S19,69-139,1
69-139_S20_1,S20,69-139,1
69-139_S25_1,S25,69-139,1
98-347_F19_1,F19,98-347,1
99-347_F19_1,F19,99-347,1
17-413_F18_2,F18,17-413,2
17-413_S23_1,S23,17-413,1
17-413_F23_1,F23,17-413,1
17-413_S24_1,S24,17-413,1
17-413_F24_1,F24,17-413,1
17-413_S25_1,S25,17-413,1
67-382_S21_2,S21,67-382,2
67-382_S22_2,S22,67-382,2
67-382_S23_2,S23,67-382,2
67-382_F23_2,F23,67-382,2
67-382_F24_2,F24,67-382,2
98-202_S22_1,S22,98-202,1
98-202_S23_1,S23,98-202,1
98-202_S24_1,S24,98-202,1
98-202_S25_1,S25,98-202,1
03-118_F20_1,F20,03-118,1
03-118_F21_1,F21,03-118,1
03-118_F22_1,F22,03-118,1
03-118_S23_1,S23,03-118,1
03-118_S25_1,S25,03-118,1
98-275_S18_1,S18,98-275,1
98-275_F18_1,F18,98-275,1
98-275_S19_1,S19,98-275,1
98-275_F19_1,F19,98-275,1
98-275_S20_1,S20,98-275,1
70-395_F20_2,F20,70-395,2
70-395_F21_2,F21,70-395,2
70-395_F22_2,F22,70-395,2
70-395_F23_2,F23,70-395,2
70-395_S25_2,S25,70-395,2
70-395_F21_1,F21,70-395,1
70-395_F22_1,F22,70-395,1
70-395_F23_1,F23,70-395,1
70-395_F24_1,F24,70-395,1
70-395_F25_1,F25,70-395,1
99-275_M19_2,M19,99-275,2
99-275_M20_2,M20,99-275,2
99-275_M21_2,M21,99-275,2
99-275_M16_1,M16,99-275,1
99-275_M17_1,M17,99-275,1
99-275_M18_1,M18,99-275,1
99-275_M19_1,M19,99-275,1
36-303_S20_1,S20,36-303,1
36-303_S21_1,S21,36-303,1
36-303_S22_1,S22,36-303,1
36-303_S23_1,S23,36-303,1
36-303_S24_1,S24,36-303,1
80-411_S16_1,S16,80-411,1
80-411_F17_1,F17,80-411,1
80-411_F19_1,F19,80-411,1
80-411_F23_1,F23,80-411,1
76-428_F15_2,F15,76-428,2
76-428_F15_1,F15,76-428,1
98-330_F18_1,F18,98-330,1
98-330_S19_1,S19,98-330,1
98-330_F19_1,F19,98-330,1
98-330_S20_1,S20,98-330,1
19-325_S16_1,S16,19-325,1
19-325_F16_1,F16,19-325,1
19-325_S17_1,S17,19-325,1
79-386_S21_1,S21,79-386,1
79-386_S22_1,S22,79-386,1
48-500_F21_1,F21,48-500,1
48-500_F22_1,F22,48-500,1
48-500_F23_1,F23,48-500,1
48-500_F24_1,F24,48-500,1
48-500_F25_1,F25,48-500,1
76-351_F15_1,F15,76-351,1
76-351_S21_1,S21,76-351,1
15-314_S20_1,S20,15-314,1
15-314_S21_1,S21,15-314,1
15-314_S22_1,S22,15-314,1
15-314_S23_1,S23,15-314,1
15-314_S24_1,S24,15-314,1
98-019_F22_1,F22,98-019,1
98-019_S23_1,S23,98-019,1
98-019_S24_1,S24,98-019,1
03-231_F21_2,F21,03-231,2
03-231_S25_2,S25,03-231,2
03-231_S20_1,S20,03-231,1
03-231_S21_1,S21,03-231,1
03-231_S22_1,S22,03-231,1
03-231_S23_1,S23,03-231,1
03-231_S24_1,S24,03-231,1
76-214_S21_1,S21,76-214,1
15-251_S21_2,S21,15-251,2
15-251_S22_2,S22,15-251,2
15-251_S23_2,S23,15-251,2
15-251_S24_2,S24,15-251,2
15-251_S25_2,S25,15-251,2
15-251_F23_1,F23,15-251,1
15-251_S24_1,S24,15-251,1
15-251_F24_1,F24,15-251,1
15-251_S25_1,S25,15-251,1
15-251_F25_1,F25,15-251,1
38-100_F23_1,F23,38-100,1
38-100_S24_1,S24,38-100,1
38-100_F24_1,F24,38-100,1
38-100_S25_1,S25,38-100,1
38-100_F25_1,F25,38-100,1
76-490_F24_1,F24,76-490,1
79-294_F15_2,F15,79-294,2
79-294_F16_2,F16,79-294,2
79-294_F17_2,F17,79-294,2
79-294_F19_2,F19,79-294,2
98-388_F21_1,F21,98-388,1
98-222_F15_1,F15,98-222,1
98-222_F16_1,F16,98-222,1
85-258_F23_2,F23,85-258,2
98-367_F20_2,F20,98-367,2
76-306_F23_1,F23,76-306,1
76-306_S24_1,S24,76-306,1
76-306_F24_1,F24,76-306,1
76-306_S25_1,S25,76-306,1
76-306_F25_1,F25,76-306,1
76-243_S20_1,S20,76-243,1
76-243_F21_1,F21,76-243,1
76-243_F22_1,F22,76-243,1
76-243_F23_1,F23,76-243,1
82-273_F23_1,F23,82-273,1
82-273_S24_1,S24,82-273,1
82-273_F24_1,F24,82-273,1
82-273_S25_1,S25,82-273,1
82-273_F25_1,F25,82-273,1
60-223_F23_1,F23,60-223,1
60-223_S24_1,S24,60-223,1
60-223_F24_1,F24,60-223,1
60-223_S25_1,S25,60-223,1
60-223_F25_1,F25,60-223,1
79-328_S20_1,S20,79-328,1
79-328_S21_1,S21,79-328,1
79-328_S22_1,S22,79-328,1
79-328_S24_1,S24,79-328,1
79-328_S25_1,S25,79-328,1
73-332_S21_1,S21,73-332,1
73-332_S22_1,S22,73-332,1
73-332_S23_1,S23,73-332,1
73-332_S24_1,S24,73-332,1
73-332_S25_1,S25,73-332,1
17-425_S25_2,S25,17-425,2
79-282_F15_1,F15,79-282,1
79-282_M21_1,M21,79-282,1
79-282_M22_1,M22,79-282,1
76-486_F15_1,F15,76-486,1
76-486_F17_1,F17,76-486,1
76-486_F19_1,F19,76-486,1
36-207_S20_1,S20,36-207,1
36-207_F20_1,F20,36-207,1
36-207_S21_1,S21,36-207,1
36-207_F21_1,F21,36-207,1
36-207_S22_1,S22,36-207,1
76-469_S23_1,S23,76-469,1
76-469_F23_1,F23,76-469,1
76-469_F24_1,F24,76-469,1
76-469_S25_1,S25,76-469,1
76-469_F25_1,F25,76-469,1
98-371_F20_1,F20,98-371,1
99-408_S24_2,S24,99-408,2
99-408_S25_2,S25,99-408,2
76-310_F20_1,F20,76-310,1
76-310_S22_1,S22,76-310,1
76-310_S23_1,S23,76-310,1
76-310_S24_1,S24,76-310,1
76-310_S25_1,S25,76-310,1
70-442_F15_2,F15,70-442,2
70-442_F17_2,F17,70-442,2
82-320_F21_1,F21,82-320,1
82-320_F22_1,F22,82-320,1
82-320_F23_1,F23,82-320,1
82-320_F24_1,F24,82-320,1
82-320_F25_1,F25,82-320,1
70-507_S23_2,S23,70-507,2
70-507_F23_2,F23,70-507,2
70-507_S24_2,S24,70-507,2
70-507_F24_2,F24,70-507,2
70-507_S25_2,S25,70-507,2
70-507_F23_1,F23,70-507,1
70-507_S24_1,S24,70-507,1
70-507_F24_1,F24,70-507,1
70-507_S25_1,S25,70-507,1
70-507_F25_1,F25,70-507,1
33-225_F20_1,F20,33-225,1
33-225_F21_1,F21,33-225,1
33-225_F23_1,F23,33-225,1
33-225_F24_1,F24,33-225,1
33-225_F25_1,F25,33-225,1
66-137_S23_1,S23,66-137,1
66-137_F23_1,F23,66-137,1
66-137_S24_1,S24,66-137,1
15-210_S21_2,S21,15-210,2
15-210_S22_2,S22,15-210,2
15-210_S23_2,S23,15-210,2
15-210_S24_2,S24,15-210,2
15-210_S25_2,S25,15-210,2
15-210_F23_1,F23,15-210,1
15-210_S24_1,S24,15-210,1
15-210_F24_1,F24,15-210,1
15-210_S25_1,S25,15-210,1
15-210_F25_1,F25,15-210,1
36-315_F23_2,F23,36-315,2
36-315_S25_2,S25,36-315,2
36-315_M24_1,M24,36-315,1
36-315_F24_1,F24,36-315,1
36-315_S25_1,S25,36-315,1
36-315_M25_1,M25,36-315,1
36-315_F25_1,F25,36-315,1
85-219_S20_2,S20,85-219,2
85-219_S21_2,S21,85-219,2
85-219_S22_2,S22,85-219,2
85-219_S23_2,S23,85-219,2
85-219_S25_2,S25,85-219,2
85-219_S23_1,S23,85-219,1
85-219_F23_1,F23,85-219,1
85-219_S24_1,S24,85-219,1
85-219_F24_1,F24,85-219,1
85-219_S25_1,S25,85-219,1
73-365_S17_2,S17,73-365,2
73-365_S19_2,S19,73-365,2
73-365_S20_2,S20,73-365,2
73-365_S22_2,S22,73-365,2
73-365_F22_2,F22,73-365,2
73-365_S18_1,S18,73-365,1
73-365_S19_1,S19,73-365,1
73-365_F19_1,F19,73-365,1
73-365_F20_1,F20,73-365,1
73-365_F22_1,F22,73-365,1
09-114_S20_2,S20,09-114,2
09-114_S23_2,S23,09-114,2
98-326_S18_1,S18,98-326,1
15-181_S22_1,S22,15-181,1
62-142_F23_1,F23,62-142,1
62-142_S24_1,S24,62-142,1
62-142_F24_1,F24,62-142,1
62-142_S25_1,S25,62-142,1
62-142_F25_1,F25,62-142,1
03-362_S19_2,S19,03-362,2
03-362_S21_2,S21,03-362,2
03-362_S23_2,S23,03-362,2
03-362_S25_2,S25,03-362,2
03-362_F21_1,F21,03-362,1
03-362_F22_1,F22,03-362,1
03-362_F23_1,F23,03-362,1
03-362_F24_1,F24,03-362,1
03-362_F25_1,F25,03-362,1
67-475_S16_2,S16,67-475,2
67-475_M16_2,M16,67-475,2
67-475_F16_2,F16,67-475,2
67-475_F17_2,F17,67-475,2
67-475_F18_2,F18,67-475,2
67-475_F15_1,F15,67-475,1
67-475_F16_1,F16,67-475,1
67-475_F17_1,F17,67-475,1
67-475_F18_1,F18,67-475,1
70-415_F20_2,F20,70-415,2
70-415_F21_2,F21,70-415,2
70-415_F22_2,F22,70-415,2
70-415_F23_2,F23,70-415,2
70-415_F24_2,F24,70-415,2
70-415_F23_1,F23,70-415,1
70-415_S24_1,S24,70-415,1
70-415_F24_1,F24,70-415,1
70-415_S25_1,S25,70-415,1
70-415_F25_1,F25,70-415,1
76-347_S19_1,S19,76-347,1
76-347_F24_1,F24,76-347,1
51-237_M20_2,M20,51-237,2
51-237_M21_2,M21,51-237,2
51-237_M22_2,M22,51-237,2
76-202_S17_1,S17,76-202,1
76-202_F25_1,F25,76-202,1
70-100_F15_2,F15,70-100,2
70-100_F16_2,F16,70-100,2
70-100_F17_2,F17,70-100,2
70-100_F18_2,F18,70-100,2
70-100_F19_2,F19,70-100,2
70-100_S23_1,S23,70-100,1
70-100_F23_1,F23,70-100,1
70-100_S24_1,S24,70-100,1
70-100_F24_1,F24,70-100,1
70-100_S25_1,S25,70-100,1
82-232_F22_1,F22,82-232,1
82-232_S23_1,S23,82-232,1
82-232_S24_1,S24,82-232,1
82-232_S25_1,S25,82-232,1
82-232_F25_1,F25,82-232,1
76-445_F15_1,F15,76-445,1
76-445_F17_1,F17,76-445,1
76-445_S20_1,S20,76-445,1
76-445_S22_1,S22,76-445,1
98-218_S19_1,S19,98-218,1
98-218_F19_1,F19,98-218,1
98-218_S20_1,S20,98-218,1
33-120_F23_1,F23,33-120,1
33-120_S24_1,S24,33-120,1
33-120_F24_1,F24,33-120,1
33-120_S25_1,S25,33-120,1
33-120_F25_1,F25,33-120,1
79-304_S25_1,S25,79-304,1
80-305_F21_1,F21,80-305,1
80-305_F22_1,F22,80-305,1
80-305_F23_1,F23,80-305,1
80-305_F24_1,F24,80-305,1
80-305_F25_1,F25,80-305,1
70-481_F20_2,F20,70-481,2
70-481_S22_2,S22,70-481,2
70-481_S23_2,S23,70-481,2
70-481_F23_2,F23,70-481,2
70-481_F24_2,F24,70-481,2
70-481_F20_1,F20,70-481,1
70-481_F21_1,F21,70-481,1
70-481_F22_1,F22,70-481,1
70-481_S24_1,S24,70-481,1
70-481_S25_1,S25,70-481,1
09-303_M22_1,M22,09-303,1
09-303_F22_1,F22,09-303,1
09-303_F23_1,F23,09-303,1
09-303_F24_1,F24,09-303,1
09-303_F25_1,F25,09-303,1
62-210_F20_2,F20,62-210,2
76-296_F15_1,F15,76-296,1
76-296_F22_1,F22,76-296,1
76-296_S24_1,S24,76-296,1
76-296_S25_1,S25,76-296,1
76-412_S16_1,S16,76-412,1
85-370_F20_2,F20,85-370,2
85-370_F21_2,F21,85-370,2
85-370_F22_2,F22,85-370,2
85-370_F23_2,F23,85-370,2
85-370_F24_2,F24,85-370,2
85-370_F20_1,F20,85-370,1
85-370_F21_1,F21,85-370,1
85-370_F22_1,F22,85-370,1
85-370_F23_1,F23,85-370,1
85-370_F24_1,F24,85-370,1
70-340_F20_2,F20,70-340,2
70-340_F21_2,F21,70-340,2
70-340_S23_2,S23,70-340,2
70-340_F23_2,F23,70-340,2
70-340_F24_2,F24,70-340,2
70-340_F23_1,F23,70-340,1
70-340_S24_1,S24,70-340,1
70-340_F24_1,F24,70-340,1
70-340_S25_1,S25,70-340,1
70-340_F25_1,F25,70-340,1
79-216_F18_1,F18,79-216,1
82-137_F23_1,F23,82-137,1
82-137_S24_1,S24,82-137,1
82-137_F24_1,F24,82-137,1
82-137_S25_1,S25,82-137,1
82-137_F25_1,F25,82-137,1
67-265_F15_2,F15,67-265,2
67-265_F16_2,F16,67-265,2
67-265_F17_2,F17,67-265,2
67-265_S19_2,S19,67-265,2
67-265_S20_2,S20,67-265,2
67-265_F20_1,F20,67-265,1
67-265_F21_1,F21,67-265,1
67-265_F22_1,F22,67-265,1
67-265_F23_1,F23,67-265,1
67-265_S25_1,S25,67-265,1
76-107_F23_1,F23,76-107,1
76-107_S24_1,S24,76-107,1
76-107_F24_1,F24,76-107,1
76-107_S25_1,S25,76-107,1
76-107_F25_1,F25,76-107,1
98-166_S17_1,S17,98-166,1
98-166_F17_1,F17,98-166,1
98-166_S18_1,S18,98-166,1
98-166_F18_1,F18,98-166,1
98-166_F21_1,F21,98-166,1
76-384_F18_1,F18,76-384,1
76-384_F20_1,F20,76-384,1
76-384_F22_1,F22,76-384,1
76-384_F23_1,F23,76-384,1
76-384_S25_1,S25,76-384,1
38-301_S20_2,S20,38-301,2
38-301_S21_2,S21,38-301,2
38-301_S22_2,S22,38-301,2
38-301_S23_2,S23,38-301,2
38-301_S24_2,S24,38-301,2
38-301_S18_1,S18,38-301,1
06-100_F23_1,F23,06-100,1
06-100_S24_1,S24,06-100,1
06-100_F24_1,F24,06-100,1
06-100_S25_1,S25,06-100,1
06-100_F25_1,F25,06-100,1
70-439_S22_1,S22,70-439,1
98-023_F22_2,F22,98-023,2
88-341_F23_1,F23,88-341,1
88-341_S24_1,S24,88-341,1
88-341_F24_1,F24,88-341,1
88-341_S25_1,S25,88-341,1
88-341_F25_1,F25,88-341,1
76-404_S19_1,S19,76-404,1
15-441_S21_2,S21,15-441,2
15-441_F21_2,F21,15-441,2
15-441_S23_2,S23,15-441,2
15-441_S24_2,S24,15-441,2
15-441_S25_2,S25,15-441,2
15-441_F21_1,F21,15-441,1
15-441_F22_1,F22,15-441,1
15-441_F23_1,F23,15-441,1
15-441_F24_1,F24,15-441,1
15-441_F25_1,F25,15-441,1
84-389_S21_1,S21,84-389,1
84-389_F21_1,F21,84-389,1
84-389_F22_1,F22,84-389,1
84-389_S24_1,S24,84-389,1
84-389_S25_1,S25,84-389,1
98-259_F15_1,F15,98-259,1
98-259_S16_1,S16,98-259,1
98-259_F16_1,F16,98-259,1
70-213_S24_1,S24,70-213,1
70-213_S25_1,S25,70-213,1
24-101_F23_1,F23,24-101,1
24-101_S24_1,S24,24-101,1
24-101_F24_1,F24,24-101,1
24-101_S25_1,S25,24-101,1
24-101_F25_1,F25,24-101,1
79-345_S21_1,S21,79-345,1
79-345_F21_1,F21,79-345,1
79-345_S23_1,S23,79-345,1
79-345_S24_1,S24,79-345,1
79-345_S25_1,S25,79-345,1
76-238_S16_1,S16,76-238,1
76-392_S22_1,S22,76-392,1
76-392_F22_1,F22,76-392,1
76-392_S24_1,S24,76-392,1
76-392_S25_1,S25,76-392,1
99-520_M20_2,M20,99-520,2
99-520_M21_2,M21,99-520,2
99-520_M22_2,M22,99-520,2
99-520_M23_2,M23,99-520,2
99-520_M24_2,M24,99-520,2
99-520_M20_1,M20,99-520,1
99-520_M21_1,M21,99-520,1
99-520_M22_1,M22,99-520,1
99-520_M24_1,M24,99-520,1
99-520_M25_1,M25,99-520,1
09-207_S21_2,S21,09-207,2
09-207_F21_2,F21,09-207,2
09-207_F22_2,F22,09-207,2
09-207_F23_2,F23,09-207,2
09-207_F24_2,F24,09-207,2
09-207_F22_1,F22,09-207,1
09-207_F23_1,F23,09-207,1
09-207_F24_1,F24,09-207,1
09-207_S25_1,S25,09-207,1
09-207_F25_1,F25,09-207,1
82-208_M21_1,M21,82-208,1
82-208_S22_1,S22,82-208,1
82-208_M22_1,M22,82-208,1
82-208_M23_1,M23,82-208,1
82-208_S24_1,S24,82-208,1
98-035_S25_1,S25,98-035,1
80-201_F16_1,F16,80-201,1
80-201_F18_1,F18,80-201,1
80-201_F20_1,F20,80-201,1
80-201_F22_1,F22,80-201,1
80-201_F24_1,F24,80-201,1
76-453_F15_1,F15,76-453,1
76-453_F18_1,F18,76-453,1
70-244_F24_1,F24,70-244,1
70-244_F25_1,F25,70-244,1
70-497_F21_1,F21,70-497,1
70-497_F22_1,F22,70-497,1
70-497_F23_1,F23,70-497,1
70-497_F24_1,F24,70-497,1
70-497_F25_1,F25,70-497,1
98-127_S20_1,S20,98-127,1
98-127_F20_1,F20,98-127,1
98-127_S21_1,S21,98-127,1
98-127_F22_1,F22,98-127,1
98-127_F24_1,F24,98-127,1
36-401_F23_1,F23,36-401,1
36-401_S24_1,S24,36-401,1
36-401_F24_1,F24,36-401,1
36-401_S25_1,S25,36-401,1
36-401_F25_1,F25,36-401,1
76-280_S19_1,S19,76-280,1
76-280_S20_1,S20,76-280,1
76-280_S21_1,S21,76-280,1
16-223_F21_1,F21,16-223,1
16-223_F22_1,F22,16-223,1
16-223_F23_1,F23,16-223,1
16-223_F24_1,F24,16-223,1
16-223_F25_1,F25,16-223,1
70-478_F20_2,F20,70-478,2
88-300_M23_1,M23,88-300,1
88-300_S24_1,S24,88-300,1
88-300_M24_1,M24,88-300,1
88-300_S25_1,S25,88-300,1
88-300_M25_1,M25,88-300,1
70-496_F15_2,F15,70-496,2
70-496_S17_2,S17,70-496,2
70-496_F25_1,F25,70-496,1
15-381_S17_2,S17,15-381,2
15-381_F17_2,F17,15-381,2
15-381_F18_2,F18,15-381,2
15-381_F16_1,F16,15-381,1
15-381_S17_1,S17,15-381,1
15-381_F17_1,F17,15-381,1
15-381_F18_1,F18,15-381,1
15-381_S19_1,S19,15-381,1
18-099_F15_1,F15,18-099,1
18-099_F16_1,F16,18-099,1
80-312_F19_1,F19,80-312,1
80-312_S21_1,S21,80-312,1
80-312_S22_1,S22,80-312,1
80-312_S24_1,S24,80-312,1
80-312_F25_1,F25,80-312,1
76-281_F16_1,F16,76-281,1
24-291_F20_1,F20,24-291,1
24-291_F22_1,F22,24-291,1
24-291_F23_1,F23,24-291,1
24-291_F24_1,F24,24-291,1
98-063_S20_2,S20,98-063,2
76-452_S16_1,S16,76-452,1
76-452_F20_1,F20,76-452,1
69-134_S25_2,S25,69-134,2
69-134_F23_1,F23,69-134,1
69-134_S24_1,S24,69-134,1
69-134_F24_1,F24,69-134,1
69-134_S25_1,S25,69-134,1
69-134_F25_1,F25,69-134,1
79-313_F15_1,F15,79-313,1
79-313_F18_1,F18,79-313,1
79-313_F19_1,F19,79-313,1
79-313_F20_1,F20,79-313,1
79-313_F21_1,F21,79-313,1
70-245_S24_2,S24,70-245,2
84-275_S21_1,S21,84-275,1
84-275_S22_1,S22,84-275,1
84-275_S23_1,S23,84-275,1
84-275_S24_1,S24,84-275,1
84-275_S25_1,S25,84-275,1
76-239_F22_2,F22,76-239,2
76-239_F23_2,F23,76-239,2
76-239_M24_1,M24,76-239,1
76-239_F24_1,F24,76-239,1
76-239_S25_1,S25,76-239,1
76-239_M25_1,M25,76-239,1
76-239_F25_1,F25,76-239,1
76-393_S20_1,S20,76-393,1
98-171_F15_1,F15,98-171,1
98-171_S16_1,S16,98-171,1
98-171_S17_1,S17,98-171,1
98-171_F17_1,F17,98-171,1
19-534_S21_1,S21,19-534,1
19-534_S22_1,S22,19-534,1
19-534_S23_1,S23,19-534,1
19-534_S24_1,S24,19-534,1
19-534_S25_1,S25,19-534,1
73-427_F21_1,F21,73-427,1
73-427_F22_1,F22,73-427,1
73-427_F23_1,F23,73-427,1
73-427_F24_1,F24,73-427,1
73-427_F25_1,F25,73-427,1
98-034_F24_1,F24,98-034,1
21-122_S23_2,S23,21-122,2
21-122_M23_2,M23,21-122,2
21-122_S24_2,S24,21-122,2
21-122_M24_2,M24,21-122,2
21-122_S25_2,S25,21-122,2
21-122_M24_1,M24,21-122,1
21-122_F24_1,F24,21-122,1
21-122_S25_1,S25,21-122,1
21-122_M25_1,M25,21-122,1
21-122_F25_1,F25,21-122,1
79-201_F23_1,F23,79-201,1
79-201_S24_1,S24,79-201,1
79-201_F24_1,F24,79-201,1
79-201_S25_1,S25,79-201,1
79-201_F25_1,F25,79-201,1
15-440_F20_2,F20,15-440,2
15-440_S22_2,S22,15-440,2
15-440_F22_2,F22,15-440,2
15-440_F23_2,F23,15-440,2
15-440_F24_2,F24,15-440,2
15-440_F23_1,F23,15-440,1
15-440_S24_1,S24,15-440,1
15-440_F24_1,F24,15-440,1
15-440_S25_1,S25,15-440,1
15-440_F25_1,F25,15-440,1
76-405_F18_1,F18,76-405,1
84-367_F24_1,F24,84-367,1
84-367_F25_1,F25,84-367,1
15-155_S22_1,S22,15-155,1
15-155_S23_1,S23,15-155,1
67-272_S21_2,S21,67-272,2
67-272_S22_2,S22,67-272,2
67-272_S23_2,S23,67-272,2
67-272_S24_2,S24,67-272,2
67-272_S25_2,S25,67-272,2
67-272_S21_1,S21,67-272,1
67-272_S22_1,S22,67-272,1
67-272_S23_1,S23,67-272,1
67-272_S24_1,S24,67-272,1
67-272_S25_1,S25,67-272,1
98-258_F23_1,F23,98-258,1
98-258_S24_1,S24,98-258,1
98-258_F24_1,F24,98-258,1
98-258_S25_1,S25,98-258,1
98-258_F25_1,F25,98-258,1
